,asin,user_name,review_star,review_title,text,date_and_country,product_name
1867,B01DOD6T8Q,Kasha,4.0,Smaller than shown,I like the vanilla but the chocolate tastes horrible. It is a bit deceiving due to the size as I can get it much larger in the store for about the same price,"Reviewed in the United States on April 6, 2023",Flavor Name: Vanilla
1868,B08PDYCLLB,Joyce Knox,5.0,Great product,It’s one of the best plant base smoothies of had.  Very creamy and delicious,"Reviewed in the United States on March 2, 2022",Flavor Name: Vanilla
1869,B08PDYCLLB,Amazon Customer,2.0,Couldn't tolerate the taste,So the flavor was really bad. I can tolerate most flavors and i really tried but I just couldn't drink this and to think I paid a ridiculous price for this. I wouldn't reccomend this product.,"Reviewed in the United States on March 11, 2022",Flavor Name: Vanilla
1870,B08PDYCLLB,JDS,5.0,Highly recommend,I add this to my cup of coffee every morning and I don't know its there!  It's a little more lumpy in my protein drink..may ne my shaker cup. Love it,"Reviewed in the United States on July 24, 2021",Flavor Name: Vanilla
1871,B08PDYCLLB,Lori,5.0,Dissolves well and tastes great,Looking to add a little protein after my workouts,"Reviewed in the United States on July 2, 2022",Flavor Name: Cacao
1872,B08PDYCLLB,Anne,1.0,Grainy,Very grainy.  I miss it I to my smithy and it’s very sweet and grainy. Feels like I’m drinking sawdust and supper sweet.,"Reviewed in the United States on August 9, 2023",Flavor Name: Vanilla
1873,B08PDYCLLB,dobradebra,3.0,don't like the taste....can barely stand it in fact,The ingredients are high quality etc...but the taste....ugh,"Reviewed in the United States on July 2, 2021",Flavor Name: Cacao
1874,B08PDYCLLB,tiffany1980,2.0,Good if you have no tastebuds!,This is a hard no for me. I tried it with my Vanilla Almond milk and spit out the first sip. Very chalky and lacks flavor. I really wanted to like this but couldn't get past the fact that I felt like I was drinking watery chalk. Needs more flavor for sure.,"Reviewed in the United States on July 15, 2021",Flavor Name: Vanilla
1875,B08PDYCLLB,Tyron Sandin,5.0,Worth the money.,"If your looking for a protein replacement other than whey, this is it!","Reviewed in the United States on December 27, 2021",Flavor Name: Vanilla
1876,B08PDYCLLB,Mizer Beggar,3.0,Lower Costs,Lower Costs !,"Reviewed in the United States on September 5, 2021",Flavor Name: Vanilla
1877,B08PDYCLLB,Kevin D. Hollingsworth,5.0,Hearty and a nice taste.,I like the product it’s filling and tasty and a good value for the money.,"Reviewed in the United States on November 6, 2021",Flavor Name: Vanilla
1878,B01DOD6T8Q,Nani,5.0,It’s a winner,Delicious tomato basil bone broth.  Good for you too.I will buy again.,"Reviewed in the United States on September 16, 2023",Flavor Name: Tomato Basil
1879,B01DOD6T8Q,Lydia Fortier,4.0,Great for gluten free/lactose free folks,"It does not blend as well as it should, but overall, its a great protein supplement for someone who has severe food allergies.","Reviewed in the United States on March 29, 2023",Flavor Name: Tomato Basil
1880,B01DOD6T8Q,Ash t,2.0,Gas!,"I had the worst smelling gas of my life, and that's saying a lot because I have gluten sensitivities and still drink beer and eat cheese. It was so bad my wife hasn't slept with me all week. The dog audibly gagged and slept in the other room. This is not a joke, I'm all alone. Thanks ancient nutrition","Reviewed in the United States on November 13, 2023",Flavor Name: Chocolate
1881,B01DOD6T8Q,J. Kinsman,4.0,So yucky. Choose a different flavor.,"I've used Ancient Nutrition bone broth powder daily for several months now. None of it is delicious but the turmeric is by far the worst. I know it's a good, healthy product but it's all I can do to gag this down. The chicken, butternut, or tomato is much better. The vanilla is good in smoothies.","Reviewed in the United States on February 23, 2023",Flavor Name: Turmeric
1882,B01DOD6T8Q,Gracie Martinez,5.0,Great for Skin!,"I’ve been using this product for 9 months and I love it. I used to get cystic acne, and this has really helped with my complexion. I know there are multiple health benefits, but that’s been my favorite.","Reviewed in the United States on July 22, 2023",Flavor Name: Chocolate
1883,B01DOD6T8Q,wowmom4,5.0,Tastes good,"My skin and hair are soft after using this, so I assume my insides are as well! It tastes good, but it's pretty pricey...","Reviewed in the United States on August 11, 2023",Flavor Name: Chocolate
1884,B01DOD6T8Q,xyz,4.0,Good flavor,"The Tomato Basil Bone Broth Protein Powder tastes good when combined with 6 oz of hot water. It is made from grass-fed beef broth and many spices. I'm speculating that I might be able to utilize it as a base for soup. Even so, the pricing is a touch high.","Reviewed in the United States on March 1, 2023",Flavor Name: Tomato Basil
1885,B01DOD6T8Q,Les,5.0,Taste,Has a lot of good benefits. I'm just not a fan of the flavor. Taste like super watered down chocolate drink.,"Reviewed in the United States on August 28, 2023",Flavor Name: Chocolate
1886,B01DOD6T8Q,DJP,3.0,Bone broth,"Really wanted to love this as I used the collagen packets but this powder is so difficult to blend. I don’t want to use my blender every day,","Reviewed in the United States on August 23, 2023",Flavor Name: Vanilla
1887,B01DOD6T8Q,Kasha,4.0,Smaller than shown,I like the vanilla but the chocolate tastes horrible. It is a bit deceiving due to the size as I can get it much larger in the store for about the same price,"Reviewed in the United States on April 6, 2023",Flavor Name: Vanilla
1888,B08PDYCLLB,Janet Helms,5.0,"Great Taste, Blends Well","Its' a little pricey, but it's delicious and blends well with a shaker. There are no clumps.","Reviewed in the United States on August 24, 2021",Flavor Name: Vanilla
1889,B08PDYCLLB,Daniel B Baker,5.0,Great protein powder. Also great addition to my health regime.,Price is more affordable to other brands.,"Reviewed in the United States on March 9, 2022",Flavor Name: Vanilla
1890,B08PDYCLLB,Karen Moy,1.0,After taste from Stevia is awful!,"I wanted to try something different with more protein. This product received rave reviews as the best plant protein of 2022. I have had Stevia Leaf Extract in many products, but it never tasted like this! This is actual Stevia Leaf and that may be the problem. I really wish I could return this, but once opened, it just wouldn't be right. I would not recommend this product, unless you like the after taste!","Reviewed in the United States on February 8, 2022",Flavor Name: Vanilla
1891,B08PDYCLLB,Sarah,5.0,Yummy,No powdery protein flavor. Creamy and delicious. Add it to my smoothies,"Reviewed in the United States on September 1, 2021",Flavor Name: Vanilla
1892,B08PDYCLLB,Amazon Customer,5.0,Great tasting,This is one of the better tasting protein powders I have tried,"Reviewed in the United States on July 9, 2021",Flavor Name: Vanilla
1893,B08PDYCLLB,Kindle Customer,5.0,"So far, so good","I got for an ingredient, and it works fine so far.","Reviewed in the United States on June 25, 2021",Flavor Name: Vanilla
1894,B08PDYCLLB,Richard lugo,2.0,Ok product,This was just ok. Flavor wasn’t there. A little chalky.,"Reviewed in the United States on January 16, 2022",Flavor Name: Vanilla
1895,B08PDYCLLB,Kelley,1.0,"Clumpy, Doesn’t Disolve",This product stays clumpy notated what you try to mix it with.,"Reviewed in the United States on June 13, 2023",Flavor Name: Vanilla
1896,B08PDYCLLB,Dolores H.,1.0,Dont like the flavor or texture,I dont like the flavor or texture ..... and it has less protein than the others as well so I will not be getting that product again,"Reviewed in the United States on March 27, 2023",Flavor Name: Vanilla
1897,B08PDYCLLB,Aerofan,1.0,"Tastes chalky and earthy, horrible.","Tastes chalky and earthy, horrible. I added it to my coffee and it was diluted with my regular collagen and milk. I tried adding more milk and ice and still couldn't drink it. A definite no for me.This review is for just the Vanilla Dream flavor.","Reviewed in the United States on June 3, 2022",Flavor Name: Vanilla
1898,B01DOD6T8Q,Nani,5.0,It’s a winner,Delicious tomato basil bone broth.  Good for you too.I will buy again.,"Reviewed in the United States on September 16, 2023",Flavor Name: Tomato Basil
1899,B01DOD6T8Q,Lydia Fortier,4.0,Great for gluten free/lactose free folks,"It does not blend as well as it should, but overall, its a great protein supplement for someone who has severe food allergies.","Reviewed in the United States on March 29, 2023",Flavor Name: Tomato Basil
1900,B01DOD6T8Q,Ash t,2.0,Gas!,"I had the worst smelling gas of my life, and that's saying a lot because I have gluten sensitivities and still drink beer and eat cheese. It was so bad my wife hasn't slept with me all week. The dog audibly gagged and slept in the other room. This is not a joke, I'm all alone. Thanks ancient nutrition","Reviewed in the United States on November 13, 2023",Flavor Name: Chocolate
1901,B01DOD6T8Q,J. Kinsman,4.0,So yucky. Choose a different flavor.,"I've used Ancient Nutrition bone broth powder daily for several months now. None of it is delicious but the turmeric is by far the worst. I know it's a good, healthy product but it's all I can do to gag this down. The chicken, butternut, or tomato is much better. The vanilla is good in smoothies.","Reviewed in the United States on February 23, 2023",Flavor Name: Turmeric
1902,B01DOD6T8Q,Gracie Martinez,5.0,Great for Skin!,"I’ve been using this product for 9 months and I love it. I used to get cystic acne, and this has really helped with my complexion. I know there are multiple health benefits, but that’s been my favorite.","Reviewed in the United States on July 22, 2023",Flavor Name: Chocolate
1903,B01DOD6T8Q,wowmom4,5.0,Tastes good,"My skin and hair are soft after using this, so I assume my insides are as well! It tastes good, but it's pretty pricey...","Reviewed in the United States on August 11, 2023",Flavor Name: Chocolate
1904,B01DOD6T8Q,xyz,4.0,Good flavor,"The Tomato Basil Bone Broth Protein Powder tastes good when combined with 6 oz of hot water. It is made from grass-fed beef broth and many spices. I'm speculating that I might be able to utilize it as a base for soup. Even so, the pricing is a touch high.","Reviewed in the United States on March 1, 2023",Flavor Name: Tomato Basil
1905,B01DOD6T8Q,Les,5.0,Taste,Has a lot of good benefits. I'm just not a fan of the flavor. Taste like super watered down chocolate drink.,"Reviewed in the United States on August 28, 2023",Flavor Name: Chocolate
1906,B01DOD6T8Q,DJP,3.0,Bone broth,"Really wanted to love this as I used the collagen packets but this powder is so difficult to blend. I don’t want to use my blender every day,","Reviewed in the United States on August 23, 2023",Flavor Name: Vanilla
1907,B01DOD6T8Q,Kasha,4.0,Smaller than shown,I like the vanilla but the chocolate tastes horrible. It is a bit deceiving due to the size as I can get it much larger in the store for about the same price,"Reviewed in the United States on April 6, 2023",Flavor Name: Vanilla
1908,B08PDYCLLB,Amanda,2.0,!!!,It is too sweet! I don’t like the taste at all.,"Reviewed in the United States on November 6, 2021",Flavor Name: Vanilla
1909,B08PDYCLLB,Diana,5.0,Good protein,Tastes fine. Good way to get clean protein.,"Reviewed in the United States on July 3, 2021",Flavor Name: Vanilla
1910,B08PDYCLLB,Denise,2.0,Too sweet,"Wayy too sweet Im glad I order a small bag, and I don't think I can ever finish it☹️","Reviewed in the United States on June 29, 2021",Flavor Name: Cacao
1911,B08PDYCLLB,"Daniel L. Duba, Sr.",5.0,"First time, so far, so good","Added it to a smoothie, very good!","Reviewed in the United States on July 19, 2021",Flavor Name: Vanilla
1912,B08PDYCLLB,Tlcterrie,1.0,"Taste is bad, texture is worse","Like drinking sand.  I’ve tried blending, mixing, shaking.  This stuff is terrible.","Reviewed in the United States on February 28, 2023",Flavor Name: Vanilla
1913,B08PDYCLLB,Laura Grenier,5.0,Great product,Loved the taste,"Reviewed in the United States on May 16, 2021",Flavor Name: Vanilla
1914,B08PDYCLLB,Drinks1623,1.0,Way too sweet,This product is flavored in a way that makes it way too sweet. I was completely unable to consume it even after diluting it.,"Reviewed in the United States on August 31, 2022",Flavor Name: Vanilla
1915,B08PDYCLLB,Jackie,1.0,Why Stevia??,Don't they know that Stevia has a very distinct taste?  You can tell this powder has a sweetener. Yuk!,"Reviewed in the United States on September 20, 2022",Flavor Name: Cacao
1916,B08PDYCLLB,Morning Glory,1.0,Pea Protein Powder,"Way to pricey for what it is. It does not mix, leaves clumps, and has an after taste of bitter sweet, cardboard.  Will not buy again.","Reviewed in the United States on April 25, 2022",Flavor Name: Vanilla
1917,B08PDYCLLB,Heather Stanton,1.0,HORRIBLE TASTE,Horrible taste and texture. I’ve only be able to choke down 2 shakes so far. I will not buy this again,"Reviewed in the United States on July 21, 2022",Flavor Name: Vanilla
1918,B07L8W2SJS,Lush Landscapes,5.0,Unexpectedly fantastic taste and texture - so happy with Quest Vanilla Milkshake Protein Powder!,"At my last physical, my doctor suggested that I consume more protein.  However, I am a vegetarian (unless I see bacon, in which case all bets are off) and so getting sufficient protein without increasing calories to levels unacceptable to me has proven difficult.  I vaccinate between angrily grumbling about know it all doctors and just giving up on eating more protein, or gaining weight trying to force my diet to provide  complete proteins - lots of beans and rice and tofu and, come on, none of that stuff is edible unless it has lots of fat and a pretty fair amount of salt.I don’t know where the idea of protein powder entered my head because protein powders are not the sort of thing I had ever really been aware of, and if I had been aware of protein powders I would have wondered who the hell would use them.  Like, why?  Why eat powder, unless it’s the powder on a donut (did I mention I have a sweet tooth?).  What a strange thing to do.  But you know the internet, and how it takes you to places you never expected to go, whether you like it or not.  One day I somehow ended up on a site comparing protein powders.  I read, fascinated, and kind of grossed out about gritty smoothies and lumpy shakes.  About faint whiffs of horrible smells and terrible tastes (no matter how much reviews try to make you believe something tastes acceptable, I can always detect a big hint of ambivalence, a sort of shirking of recognition of the truth - phrases like “you can barely taste it” and “it was almost like my regular coffee only with a different taste” or “I gulp it down like medicine and feel good about it” or “it’s barely gritty at all if you use a high speed blender” or my favorite, “the globules of undissolved powder are not too slimy and it pretty much does taste like chocolate” give the game away.After reading enough reviews of different powders to make my head spin, and finally even taking notes, I realized there was a pattern - one brand of protein powder was lauded for more than its protein and other things that I have not a clue about (MCTs?, BCAAs?).  This one brand of protein powder was actually lauded for taste, no matter mostly people talked about the salted caramel flavor, the idea of which makes me want to barf, their rhapsodic descriptions of deliciousness and the overall apparent  agreement that this powder had all the acronyms generally agreed to be necessary along with a gold standard amount of protein made me decide to order it.  I just hoped salted caramel was not the only flavor.Not to keep you in suspense, because, here I am reviewing Quest Vanilla Milkshake Powder, the powder brand I decided to try was indeed, Quest.  It arrived in a big ass tub and the instructions printed on the side talked about it’s scoop, which I though I had forgotten to buy - but no, it’s scoop does come with it, it was just hiding, lodged firmly down at the very bottom of the powder, goodly quantities of which were sadly lost In a powder cloud that arose during my excavations.When talking about protein powder, just about everyone said, don’t try this with just a spoon and a glass or you’ll be horribly sorry, so I had purchased a plastic cup with a sort of odd plastic weathervane attached to the bottom and surprisingly, a USB cord - It really IS the future when even your cup needs to be charged, though I’m surprised it didn’t come internet ready.  Next iteration.  Nearly everyone also said don’t try this with water - get some some milk, even nut milk If that’s all you can find, or coffee, or something else to disguise the powder in.  But I decided to just jump in the deep end with this and so once my cup was charged and emitting an eerie green light, I added 8 ounces of water, pushed the button on the cup, which created a sort of negative tornado, and added a scoop of the powder, which got just consumed by the tornado, and let it twirl for 5 seconds as the cup had indicated.  With trepidation I poured the resulting creamy, foamy looking mixture into a glass in which I had added several cubes of ice and took a sip.  OMG, OMG, OMG!  It was not just acceptable - it was downright delicious.  Slightly creamy, softly vanilla-esque, with a gentle sweetness that was fabulous to the bottom of the glass.  No grittiness, no powder in my mouth, and certainly no globules, slimy or otherwise marred the drink.  I actually clobbered my nose with the ice cubes trying to suck out the last drops of its goodness.  So no, it doesn’t need anything but water, and possibly a cup with a USB cable to be wonderful (don’t tell anyone, but I might even add a shot of rum and maybe a slice of pineapple once in a while because I think it might make a killer pina colada type deal.)  I have no doubt that I will enjoy the tub of Quest to the last scoop and I think I will get on a delivery schedule for it.  Just wait till my doctor finds out I actually listened to her.","Reviewed in the United States on September 26, 2020",Style: Vanilla Milkshake
1919,B07L8W2SJS,ShopDropper,5.0,OUTSTANDING PRODUCT !!,"I am on a high protein low carb diet & some days I only drink shakes all day. I looked a long time to find the right one with little to no fat, moderate carbs and high protein content....that didn't taste like chalk !!!  THIS IS IT !!!!!!!!!!!!!!!!...First of all the ratio of those 3 components are incredible in the product !!! with GREAT PROTEIN levels !!...and the flavor, the salted caramel flavor, is absolutely outstanding !! It's like a real milkshake ...just excellent.  So if you're dieting or just health conscious, (my opinion) you're gonna love this product !!!","Reviewed in the United States on December 17, 2023",Style: Salted Caramel
1920,B07L8W2SJS,nicolew4,4.0,Cinnamon crunch >>>,"Giving this product 4/5 as an average between the flavors I’ve tried…Cinnamon crunch 5/5: Tastes amazing! I don’t mind the chunks. This is my go-to for keto French toast. I add half a scoop to the egg whites and mix another half scoop 2:3 with water to make a protein butter spread, which is heavenly. It’s probably fine as a shake with just water but I’d rather enjoy it like peanut butter.Caramel 3/5: Has a slight chemical taste and makes me bloat and feel icky. I try to remember to take lactase pills before this one. I like making protein butter out of this too or adding it to cheesecake pudding.","Reviewed in the United States on October 28, 2023",Style: Cinnamon Crunch
1921,B07L8W2SJS,Loretta Lottinger,5.0,Tasty,Very good and tasty.  Filling.,"Reviewed in the United States on December 22, 2023",Style: Peanut Butter
1922,B07L8W2SJS,Jill,5.0,Good taste,I've had a hard time finding a protein shake without lots of added ingredients that my husband and teen enjoy. This has a smooth texture and tastes good. My family of six all enjoy this product.,"Reviewed in the United States on December 19, 2023",Style: Chocolate Milkshake
1923,B07L8W2SJS,Rielle,3.0,Tastes mostly like caramel. Doesn't include a scoop,"This is probably the best tasting protein powder I've had (before this, I only got a local store brand) and it does taste good. Very much like salted caramel, no real complaints about the flavor. Which isn't surprising, it's my first time trying Quest protein powder, but their other products are very consistent.It is also VERY fine, whereas the other protein powders I've had were kind of clumpy, like you'd need to run them through a siv. This one was smooth, didn't clump, it's easy to make it into a spread or incorporate into yogurt for example. I bet this would also be excellent for popcorn seasoning.My two complaints are that it's expensive and there doesn't seem to be a scoop. Now, maybe there is and it's just buried in there, though I already digged around. But I think it's really inconvenient to have to put my arm in a protein powder especially when as I mentioned, it's very fine and will stick/cling to you and whatever else it may touch.It's especially inconvenient because this protein powder is EXPENSIVE. My store brand is maybe $14 for a 14 ounce container. Maybe not actually that much cheaper, but mind you, there is no option to buy a smaller size here to sample flavors. And I have to pay shipping or buy enough on Amazon that it's free. Plus Quest is a popular brand, I expect better quality control.So not including a scoop is a problem in my eyes. Without a scoop, that ""1 scoop is 26 grams of protein"" suddenly means nothing. That's probably a big deal to you reading this, because if you're buying protein powder, I bet you're trying to get a certain amount. No scoop makes that much harder.A REALLY simple solution to this would be if Quest made a string attached to the scoop, or alternatively just shipped a scoop outside of the package to be included in the same box it's delivered in.","Reviewed in the United States on July 3, 2023",Style: Salted Caramel
1924,B07L8W2SJS,Stacey,5.0,Love love love,"This has been easy on my stomach, seems like good quality coconut oil, I add to my iced coffee every morning it mixes good, it fills me up which helps me not snack during day at work I eat one meal a day this def helps me manage my appetite","Reviewed in the United States on October 26, 2023",Style: Coconut Oil Powder
1925,B07L8W2SJS,Happy Buyer,5.0,Great tasting protein powder!!,"I’ve tried so many protein powders and I’ve never been happy with the taste or texture. This Quest Cookies & Cream has great taste and I really like the texture when using a frothing mixer. 20 grams of protein, 7 carbs & 1.5 fat! Plus less than 1 gram of sugar. Very happy and will reorder/recommend.","Reviewed in the United States on October 31, 2023",Style: Cookies & Cream
1926,B07L8W2SJS,Janet Patterson,5.0,Good stuff!,"I particularly like the way this product blends. It is very fine and requires little shaking in the blender bottle. It is whey and casein balanced to give both immediate and later support. So far I have only tried the vanilla milkshake flavor. It strikes my diabetic, sugar loving tastebuds as almost too sweet. 3grams net carbs per serving is great for those of us who have to count carbs. I look forward to trying different recipes with this flavor. So far I like using fresh brewed coffee as the liquid for a nice way to start the day","Reviewed in the United States on December 7, 2023",VINE VOICE
1927,B07L8W2SJS,SJ,4.0,So good,"My favorite thing to make is protein packed waffles. Typically, what I do is get a scoop of question chocolate milk shake protein, add in a 1-2 cups of quick oats, 2 tsp apple cider vinegar, 1 tbsp of baking powder, 1/2 tsp of salt, 1 tbsp chia seeds, 1/4 cup of coconut oil and run it through the blender. Once the thick mix is ready, I throw it in the waffle iron. Usually, I will add a spoon full of almond butter for a little extra flavor. But no need to add sugar because this protein shake is already perfectly sweetened. I usually adjust the thickness with the amount of water or oat milk I add. I have found that this recipe is just perfect for the post workout meal on Saturday morning. I usually top it with some fruits and have a cup of coffee. Then I am ready to start my day.Personally, I found that I didn't like drinking this protein shake and saw that if it was mixed in my batter it tasted way better. Hope ya'll enjoy it.","Reviewed in the United States on September 10, 2023",Style: Chocolate Milkshake
1928,B08PDYCLLB,colleen,1.0,The taste is terrible,It doesn’t mix well and the taste is terrible. I wish I could return it,"Reviewed in the United States on October 18, 2022",Flavor Name: Vanilla
1929,B08PDYCLLB,deann w.,1.0,Taste terrible,Will not buy again.  Flavor is horrible,"Reviewed in the United States on February 16, 2023",Flavor Name: Vanilla
1930,B08PDYCLLB,Jennifer B. Treatman,1.0,Ruined my coffee,"I try to scoop in my morning Joe, it ruins my coffee!","Reviewed in the United States on November 1, 2022",Flavor Name: Cacao
1931,B08PDYCLLB,Lady Tee,1.0,Not for me,I had a allergic reaction to this product unfortunately,"Reviewed in the United States on September 13, 2022",Flavor Name: Vanilla
1932,B08PDYCLLB,maria Anderson,1.0,"It has a very strong flavor, is does not taste like chocolate at all!!!!",It is not what I expected. I does not taste as chocolate it is really way to strong and it was unbelievably expensive.,"Reviewed in the United States on November 12, 2021",Flavor Name: Cacao
1933,B08PDYCLLB,Lee's bu,1.0,Taste like coconut,I'm not a fan of this one. A little too chalky and too much coconut taste.,"Reviewed in the United States on May 18, 2022",Flavor Name: Vanilla
1934,B08PDYCLLB,JEAN9,1.0,Yuk - Stevia,"I would not have ordered if I had known it had stevia,  It was not apparent in the description.","Reviewed in the United States on November 16, 2021",Flavor Name: Vanilla
1935,B08PDYCLLB,Josefina,1.0,Mal gusto,Es muy desagradable el gusto. Imposible de tomar!,"Reviewed in the United States on June 12, 2022",Flavor Name: Cacao
1936,B08PDYCLLB,Melissa B.,1.0,Disgusting!!,The taste was horrible and texture gritty.,"Reviewed in the United States on September 22, 2021",Flavor Name: Cacao
1937,B08PDYCLLB,VWoods,1.0,Vanilla dream protein,This protein tastes awful!,"Reviewed in the United States on January 15, 2022",Flavor Name: Vanilla
1938,B07L8W2SJS,Quest protein drink for my workout 😎😍,5.0,Q u e s t protein drink,I haven't had this in so long this is what made me stronger by having energy and protein and it got me fit it works taste so good make you want to slap your mama 😂😂😉,"Reviewed in the United States on December 8, 2023",Style: Peanut Butter
1939,B07L8W2SJS,he,5.0,Cinnamon toast crunch,Great taste when mixed with milk. Just like the real cereal,"Reviewed in the United States on December 25, 2023",Style: Cinnamon Crunch
1940,B07L8W2SJS,Gredel,4.0,Quest peanut butter protein powder,Good to go....,"Reviewed in the United States on November 28, 2023",Style: Peanut Butter
1941,B07L8W2SJS,abc-ct,5.0,The Go-To flavor for our protein drinks,"We do low carb and this has a great flavor, I mix it with almond milk.  I only use about 1/2 a scoop each time, so it still gives it enough flavor to taste good and doubles the servings.  Quest makes multiple flavors, but this one is the best.","Reviewed in the United States on November 13, 2023",Style: Cookies & Cream
1942,B07L8W2SJS,Deta Lasley,5.0,Great flavor,I use Quest protein powder to make pancakes and waffles. It has a great vanilla flavor. I add some blueberries to the batter and serve with sugar free syrup for a great high protein low calorie meal. Quest is the only brand of protein powder formulated to use in baking. You can find recipes on their website.,"Reviewed in the United States on November 13, 2023",VINE VOICE
1943,B07L8W2SJS,Tiana Williams,5.0,Protein powder,Taste great I love it,"Reviewed in the United States on December 9, 2023",Style: Peanut Butter
1944,B07L8W2SJS,Misty Ortega,5.0,Great price and great taste,It is hard for me to find a good protein shake but this one has a great taste and fills me up!,"Reviewed in the United States on November 26, 2023",Style: Vanilla Milkshake
1945,B07L8W2SJS,Denise O,5.0,Yum!,"Mixed with cold almond milk. Was smooth, rich tasting. This is a definite do over. Thinking about trying to freeze it and make a pseudo ice cream. This was really good!","Reviewed in the United States on November 16, 2023",Style: Salted Caramel
1946,B07L8W2SJS,Crystal Rasmussen,5.0,Love the product,"I hate how much the cost has gone up (but so has the cost of everything). Love it enough to keep buying it. I only use it to add to baked goods and overnight oats, so not sure how it is alone in a shake. We add it to pancakes, muffins and waffles when I batch cook for my kids. I just add a little extra liquid to compensate.","Reviewed in the United States on October 29, 2023",Style: Cinnamon Crunch
1947,B07L8W2SJS,Dani,5.0,Yummy!,I don't like the same flavor power bar but this drink is super tasty.,"Reviewed in the United States on November 26, 2023",Style: Cookies & Cream
1948,B08PDYCLLB,colleen,1.0,The taste is terrible,It doesn’t mix well and the taste is terrible. I wish I could return it,"Reviewed in the United States on October 18, 2022",Flavor Name: Vanilla
1949,B08PDYCLLB,deann w.,1.0,Taste terrible,Will not buy again.  Flavor is horrible,"Reviewed in the United States on February 16, 2023",Flavor Name: Vanilla
1950,B08PDYCLLB,Jennifer B. Treatman,1.0,Ruined my coffee,"I try to scoop in my morning Joe, it ruins my coffee!","Reviewed in the United States on November 1, 2022",Flavor Name: Cacao
1951,B08PDYCLLB,Lady Tee,1.0,Not for me,I had a allergic reaction to this product unfortunately,"Reviewed in the United States on September 13, 2022",Flavor Name: Vanilla
1952,B08PDYCLLB,maria Anderson,1.0,"It has a very strong flavor, is does not taste like chocolate at all!!!!",It is not what I expected. I does not taste as chocolate it is really way to strong and it was unbelievably expensive.,"Reviewed in the United States on November 12, 2021",Flavor Name: Cacao
1953,B08PDYCLLB,Lee's bu,1.0,Taste like coconut,I'm not a fan of this one. A little too chalky and too much coconut taste.,"Reviewed in the United States on May 18, 2022",Flavor Name: Vanilla
1954,B08PDYCLLB,JEAN9,1.0,Yuk - Stevia,"I would not have ordered if I had known it had stevia,  It was not apparent in the description.","Reviewed in the United States on November 16, 2021",Flavor Name: Vanilla
1955,B08PDYCLLB,Josefina,1.0,Mal gusto,Es muy desagradable el gusto. Imposible de tomar!,"Reviewed in the United States on June 12, 2022",Flavor Name: Cacao
1956,B08PDYCLLB,Melissa B.,1.0,Disgusting!!,The taste was horrible and texture gritty.,"Reviewed in the United States on September 22, 2021",Flavor Name: Cacao
1957,B08PDYCLLB,VWoods,1.0,Vanilla dream protein,This protein tastes awful!,"Reviewed in the United States on January 15, 2022",Flavor Name: Vanilla
1958,B07L8W2SJS,Katie Telfer,4.0,Okay,"Easy on the stomach, but had a plastic taste, really good for baking","Reviewed in the United States on October 29, 2023",Style: Vanilla Milkshake
1959,B07L8W2SJS,Lisa Marie,5.0,Best Protein Powder Ever!!!,"I have tried many protein powders for shakes.  This Quest Salted Caramel has the best flavor out of all of them.  It blends nicely.  I added unsweet vanilla almond milk, vanilla greek yogurt, (Oikos Zero) Rediwhip Zero sugar whipped topping, Zero sugar caramel syrup.  Absolutely the best!  Love this product! Highly recommend.","Reviewed in the United States on October 31, 2023",Style: Salted Caramel
1960,B07L8W2SJS,Melissa Hzk,4.0,Taste is ok,It’s alright. I usually am one to just mix it with milk and chug it. This one didn’t have the best taste. It was just alright. I’m a big fan of cookies and cream so I always try it in several brands. I recommend the one from the brand black magic (has a black cat on it) theirs has been the best tasting by far!,"Reviewed in the United States on September 24, 2023",Style: Cookies & Cream
1961,B07L8W2SJS,Jenna Knapp,5.0,Smooth,Some protein powders clump but this one does not! Blends well and tastes great!,"Reviewed in the United States on November 26, 2023",Style: Vanilla Milkshake
1962,B07L8W2SJS,Mohammed Omar Ullah,4.0,Bueno,Su sabor no es el mejor que probado pero es buena! Costo precio,"Reviewed in the United States on October 20, 2023",Style: Cookies & Cream
1963,B07L8W2SJS,Worklife,5.0,Favorite Protein Powder,"Love Quest Protein powders. Milkshake is such a versatile flavor. Love using to mix with ice, milk, and lemonade flavor packet for a lemonade shake similar to chick fil a","Reviewed in the United States on November 11, 2023",Style: Vanilla Milkshake
1964,B07L8W2SJS,maria hart,5.0,Tastes ok,"I usually order the vanilla or salted caramel, salted caramel is my favorite. I really like those consistencies. They're kind of like a fine sand kind of, like an artificial texture is the best way I can describe it. But I figured I'd try something new for variety. I got the cinnamon this time and it's not the same consistency. It tastes okay so I'm fine with it but I do add extra flavoring cuz it's kind of dull. But I'm going to order salted caramel next time. I like that consistency and it dissolves better. This one's a little too powdery like chunky","Reviewed in the United States on October 6, 2023",Style: Chocolate Milkshake
1965,B07L8W2SJS,Hamada Kaido,5.0,Peanut butter is delicious,Super versatile peanut butter. I can even use it like PB2. Not sure why it gets so many negative reviews. I guess to each their own...,"Reviewed in the United States on November 8, 2023",Style: Peanut Butter
1966,B07L8W2SJS,Shelbi,5.0,Flavor is great,Love this protein powder. I add it to my oatmeal mostly,"Reviewed in the United States on November 17, 2023",Style: Salted Caramel
1967,B07L8W2SJS,Andrea Toomay,5.0,So Yummy!,I love this protein powder. Great taste and easy to mix.,"Reviewed in the United States on November 15, 2023",Style: Peanut Butter
